Numéro;État courant;Motif de rejet;Commentaire de l'état;Type de demande de paiement;Type facture;Type de facture de travaux;Cadre de facturation;Date Fournisseur;Date de création;Date de dépôt;Date état courant;Date échéance paiement;Valideur 1 (date de validation);Valideur 2 (date de validation);Fournisseur (type d'identifiant);Fournisseur (identifiant);Fournisseur (désignation);Fournisseur (TVA intracommunautaire);Fournisseur (code service);Fournisseur (service);Destinataire (type d'identifiant);Destinataire (identifiant);Destinataire (désignation);Destinataire (TVA intracommunautaire);Destinataire (code service);Destinataire (service);Mode de dépôt;Mt HT;Mt TTC;Montant à payer;Montant TTC avant remise;Montant remise globale TTC;Motif;Montant TVA;Devise de la facture;Type de TVA;Motif d'éxoneration;Certificat de dépôt n°;Identifiant numérisation;Numéro de la facture d'origine;Numéro DP mandat;Numéro du bon de commande;Numéro de marché;Coordonnées bancaires;BIC ou Swift;Mode de règlement;Document précédent (numéro);Document précédent (type de pièce);Document suivant (numéro);Document suivant (type de pièce);Dossier de facturation;Commentaire;Numéro de lot transmis;Date modification;Telechargée;Emetteur (type d'identifiant);Emetteur (identifiant);Emetteur (désignation);Affactureur (type d'identifiant);Affactureur (identifiant);Affactureur (désignation);Maîtrise d’oeuvre (type d'identifiant);Maîtrise d’oeuvre (identifiant);Maîtrise d’oeuvre (désignation);Maîtrise d’oeuvre (TVA intracommunautaire);Maîtrise d'oeuvre (code service);Maîtrise d’oeuvre (service);Maîtrise d’ouvrage (type d'identifiant);Maîtrise d’ouvrage (identifiant);Maîtrise d’ouvrage (désignation);Maîtrise d’ouvrage (TVA intracommunautaire);Maîtrise d’ouvrage (code service);Maîtrise d’ouvrage (service);Valideur 1 (type d'identifiant);Valideur 1 (identifiant);Valideur 1 (désignation);Valideur 2 (type d'identifiant);Valideur 2 (identifiant);Valideur 2 (désignation);
"202003441";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"17/08/2020";"20/08/2020";"20/08/2020";"08/09/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"SY01CPTCUST";"FIN DEPARTEMENT COMPTABILITE CLIENT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"240253.49";"288304.18";"288304.18";"288304.18";"";"";"48050.69";"Euro européen";"TVA sur les encaissements";"";"o3X2d+0uXV/U6D0udYN/aS8mmUe8PMqKMnhIO71zZNg=";"";"";"";"CENG 1195";"2018PN051";"";"";"Virement";"";"";"";"";"";"";"";"08/09/2020";"Oui";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"202003461";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"20/08/2020";"20/08/2020";"20/08/2020";"27/08/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"SY01CPTCUST";"FIN DEPARTEMENT COMPTABILITE CLIENT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"56814.58";"68177.5";"68177.5";"68177.5";"";"";"11362.92";"Euro européen";"TVA sur les encaissements";"";"F+GymZqtfnqkvCADgtdeUHm2NvxAxht3BgU9ENADDw4=";"";"";"";"CENG930";"2016PSC013";"";"";"Virement";"";"";"";"";"";"";"";"27/08/2020";"Oui";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2015PN013L02-68";"Mandatée";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"22/07/2020";"20/08/2020";"20/08/2020";"26/08/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"39888.82";"47866.58";"47866.58";"47866.58";"";"";"7977.76";"Euro européen";"TVA sur les encaissements";"";"bCm4+olC9klY71JGaPiy3smBSeX/O3jmKds6YY+Oc7E=";"";"";"";"CBDC 0015600";"";"";"";"Virement";"";"";"";"";"";"";"";"26/08/2020";"Oui";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2015PN013L02-70";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"22/07/2020";"20/08/2020";"20/08/2020";"23/10/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"106864.47";"128237.36";"128237.36";"128237.36";"";"";"21372.89";"Euro européen";"TVA sur les encaissements";"";"9OMqqaZ78bRnoA6s+r7zeR+Kl9hFufdvF0nIchDOVHA=";"";"";"";"CBDC 0016047";"";"";"";"Virement";"";"";"";"";"";"";"";"23/10/2020";"Oui";"Structure avec N° SIRET";"77819650100440";"GEOTEC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"202003463";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"20/08/2020";"20/08/2020";"20/08/2020";"27/08/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"SY01CPTCUST";"FIN DEPARTEMENT COMPTABILITE CLIENT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"881305.73";"1057566.88";"1057566.88";"1057566.88";"";"";"176261.15";"Euro européen";"TVA sur les encaissements";"";"D9zMqaZ5cIZjbRpQ9JbVyGo538+QZ1FYYq9Xgz+wprY=";"";"";"";"CENG 1064";"PN2012-09";"";"";"Virement";"";"";"";"";"";"";"";"27/08/2020";"Oui";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"202003464";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"20/08/2020";"20/08/2020";"20/08/2020";"11/09/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"SY01CPTCUST";"FIN DEPARTEMENT COMPTABILITE CLIENT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"24278.34";"29134.01";"29134.01";"29134.01";"";"";"4855.67";"Euro européen";"TVA sur les encaissements";"";"95TnJ1wVKyM/bmcUPfBYcYBUgrgHaEyIGrMtD2LqO3w=";"";"";"";"CENG 533";"2016PSC010";"";"";"Virement";"";"";"";"";"";"";"";"11/09/2020";"Oui";"Structure avec N° SIRET";"38794953000050";"SYSTRA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"00632020677";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"20/08/2020";"20/08/2020";"17/09/2020";"19/09/2020";"";"";"Structure avec N° SIRET";"40798530800011";"BOUYGUES TRAVAUX PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3967.98";"4761.58";"4761.58";"4761.58";"";"";"793.6";"Euro européen";"TVA sur les encaissements";"";"NnTzOSDXx4m0BEwZpkxVqHhAFk/GLPz09F7rCsID8bs=";"";"";"";"CENG715";"";"";"";"Virement";"";"";"";"";"";"";"";"17/09/2020";"Oui";"Structure avec N° SIRET";"40798530800011";"BOUYGUES TRAVAUX PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"F-TG20008347";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"21/08/2020";"21/08/2020";"30/09/2020";"14/10/2020";"20/09/2020";"";"";"Structure avec N° SIRET";"41753143100027";"TEXA GLOBAL SOLUTIONS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"900";"1080";"1080";"1080";"";"";"180";"Euro européen";"TVA sur les encaissements";"";"YuOuLm6uGBtfVaCqlSadBD1TS593qlYwfv834mZoY70=";"";"";"";"18822";"";"";"";"Virement";"";"";"";"";"";"";"";"14/10/2020";"Oui";"Structure avec N° SIRET";"41753143100027";"TEXA GLOBAL SOLUTIONS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"F-TG20007097";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"21/08/2020";"21/08/2020";"30/09/2020";"14/10/2020";"20/09/2020";"";"";"Structure avec N° SIRET";"41753143100027";"TEXA GLOBAL SOLUTIONS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"550";"660";"660";"660";"";"";"110";"Euro européen";"TVA sur les encaissements";"";"EIWSf0XNwMt7LoHp41JqAoCVeVIyOKBPonNE+WTfG24=";"";"";"";"18842";"";"";"";"Virement";"";"";"";"";"";"";"";"14/10/2020";"Oui";"Structure avec N° SIRET";"41753143100027";"TEXA GLOBAL SOLUTIONS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"UG 1615 MAI 2020";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/05/2020";"21/08/2020";"21/08/2020";"21/08/2020";"20/09/2020";"";"";"Structure avec N° SIRET";"20000056000025";"OPH SEINE OUEST HABITAT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3323.1";"3980.3";"3980.3";"3980.3";"";"";"657.2";"Euro européen";"TVA sur les encaissements";"";"0h8OAx+J+XMipFg1omuS/hmcCwZNA7+A53J8Jsms6ZA=";"";"";"";"CCVT1534";"";"";"";"Virement";"";"";"";"";"";"";"";"24/08/2020";"Oui";"Structure avec N° SIRET";"20000056000025";"OPH SEINE OUEST HABITAT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"UG 1615 AVRIL 2020";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"30/04/2020";"21/08/2020";"21/08/2020";"21/08/2020";"20/09/2020";"";"";"Structure avec N° SIRET";"20000056000025";"OPH SEINE OUEST HABITAT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3323.1";"3980.3";"3980.3";"3980.3";"";"";"657.2";"Euro européen";"TVA sur les encaissements";"";"hIOpqoYg4N5x1qkG+t6SgTsY0URRe6DHBdpLEPyAERM=";"";"";"";"CCVT1534";"";"";"";"Virement";"";"";"";"";"";"";"";"24/08/2020";"Oui";"Structure avec N° SIRET";"20000056000025";"OPH SEINE OUEST HABITAT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20F0915";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"21/08/2020";"21/08/2020";"05/09/2020";"20/09/2020";"";"";"Structure avec N° SIRET";"72201729000056";"TERRASOL";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"9511.51";"11413.81";"11413.81";"11413.81";"";"";"1902.3";"Euro européen";"TVA sur les encaissements";"";"35Jb4OcZVCdccuOLG0+2bpOkO1g0ZMvB66PjTr5CDHE=";"";"";"";"CBDC 17948";"";"";"";"Virement";"";"";"";"";"";"";"";"05/09/2020";"Oui";"Structure avec N° SIRET";"72201729000056";"TERRASOL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20F0916";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"19/08/2020";"21/08/2020";"21/08/2020";"29/08/2020";"20/09/2020";"";"";"Structure avec N° SIRET";"72201729000056";"TERRASOL";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"12939.75";"15527.7";"15527.7";"15527.7";"";"";"2587.95";"Euro européen";"TVA sur les encaissements";"";"b+CKkkv7pYmAq+NpuQGrqzld2NMMgUWvUdf7mABKkVs=";"";"";"";"CBDC 18647";"";"";"";"Virement";"";"";"";"";"";"";"";"29/08/2020";"Oui";"Structure avec N° SIRET";"72201729000056";"TERRASOL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"UG 1615 JUIN 2020";"Mandatée";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"30/06/2020";"21/08/2020";"21/08/2020";"11/12/2020";"20/09/2020";"";"";"Structure avec N° SIRET";"20000056000025";"OPH SEINE OUEST HABITAT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3385.8";"4055.4";"4055.4";"4055.4";"";"";"669.6";"Euro européen";"TVA sur les encaissements";"";"EnGb7kF04BxyFD8a5fBHDKGK6vJ4eF01b35ptoxldes=";"";"";"";"CCVT1534";"";"";"";"Virement";"";"";"";"";"";"";"";"11/12/2020";"Oui";"Structure avec N° SIRET";"20000056000025";"OPH SEINE OUEST HABITAT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"UG 1615 JUILLET 2020";"Mandatée";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"21/08/2020";"21/08/2020";"11/12/2020";"20/09/2020";"";"";"Structure avec N° SIRET";"20000056000025";"OPH SEINE OUEST HABITAT";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"3385.8";"4055.4";"4055.4";"4055.4";"";"";"669.6";"Euro européen";"TVA sur les encaissements";"";"5yc3zPeCoyx1FDIs7bDYldCynJ5KmX7TjdFCNd16GAw=";"";"";"";"CCVT1534";"";"";"";"Virement";"";"";"";"";"";"";"";"11/12/2020";"Oui";"Structure avec N° SIRET";"20000056000025";"OPH SEINE OUEST HABITAT";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0056802830";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"21/08/2020";"24/08/2020";"24/08/2020";"29/08/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"8914.42";"10697.3";"10697.3";"10697.3";"0";"Remise";"1782.88";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CBDC 0016715";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000169112";"29/08/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"0056803918";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"21/08/2020";"24/08/2020";"24/08/2020";"13/11/2020";"";"";"";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"73";"87.6";"87.6";"87.6";"0";"Remise";"14.6";"Euro européen";"TVA sur les débits";"";"";"";"";"";"CHMA 0008965";"";"FR7610071750000000100004736";"TRPUFRP1";"Virement";"";"";"";"";"";"";"AAA0101100000000000169121";"13/11/2020";"Oui";"Structure avec N° SIRET";"77605646700587";"UNION DES GROUPEMENTS D'ACHATS PUBLICS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19121817061F434";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"20/08/2020";"24/08/2020";"24/08/2020";"17/09/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"43911290500039";"ECEDI";"";"DAF";"DAF";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"5005";"6006";"6006";"6006";"";"";"1001";"Euro européen";"TVA sur les encaissements";"";"b3PpCPcFdPIo9aAf2exbgzWUMcP15hz7mbzFzZvJtJI=";"";"";"";"CBDC 0016484";"";"FR42559000204100001358370";"";"Virement";"";"";"";"";"";"";"";"17/09/2020";"Oui";"Structure avec N° SIRET";"43911290500039";"ECEDI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20080712181F435";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"30/07/2020";"24/08/2020";"24/08/2020";"11/09/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"43911290500039";"ECEDI";"";"DAF";"DAF";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"749";"898.8";"898.8";"898.8";"";"";"149.8";"Euro européen";"TVA sur les encaissements";"";"9Rr8in00kH4aBdZ+JHnSxJHONDXx4fGpPmdbB9AW60k=";"";"";"";"CBDC 0018866";"";"FR42559000204100001358370";"";"Virement";"";"";"";"";"";"";"";"11/09/2020";"Oui";"Structure avec N° SIRET";"43911290500039";"ECEDI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20051216431F436";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"06/05/2020";"24/08/2020";"24/08/2020";"24/08/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"43911290500039";"ECEDI";"";"DAF";"DAF";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"5974";"7168.8";"7168.8";"7168.8";"";"";"1194.8";"Euro européen";"TVA sur les encaissements";"";"2kHIG7k1iCilVCUA5Vy/sJtZMgu78Atxg6yV+QIH1JM=";"";"";"";"CBDC 0018872";"";"FR42559000204100001358370";"";"Virement";"";"";"";"";"";"";"";"30/08/2020";"Oui";"Structure avec N° SIRET";"43911290500039";"ECEDI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20 03 28176";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"23/03/2020";"24/08/2020";"24/08/2020";"24/08/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"83520041100022";"ID FACTO";"FR65835200411";"01";"MC HABITAT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1546.02";"1855.2";"1855.2";"1855.2";"";"";"309.18";"Euro européen";"TVA sur les encaissements";"";"znBkR40Pab1hv+mWO2SQed5lIJ/NYcr5YSJi1VXFRtA=";"";"";"";"20.03.28176";"";"FR9440031000010000112884Z50";"CDCGFRPPXXX";"Virement";"";"";"";"";"";"";"";"30/08/2020";"Oui";"Structure avec N° SIRET";"83520041100022";"ID FACTO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"200328177";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"23/03/2020";"24/08/2020";"24/08/2020";"24/08/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"83520041100022";"ID FACTO";"FR65835200411";"01";"MC HABITAT";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"1030.68";"1236.8";"1236.8";"1236.8";"";"";"206.12";"Euro européen";"TVA sur les encaissements";"";"yMTKIrmGr70JTPUzFEGX/5L3ZDxc4P0TGUi2yhP4PaM=";"";"";"";"20.03.28177";"2016MAPA009L04";"FR9440031000010000112884Z50";"CDCGFRPPXXX";"Virement";"";"";"";"";"";"";"";"30/08/2020";"Oui";"Structure avec N° SIRET";"83520041100022";"ID FACTO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"103037295";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"24/08/2020";"25/08/2020";"25/08/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"38347093700194";"THALES SIX GTS FRANCE SAS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"43141.58";"51769.9";"51769.9";"51769.9";"";"";"8628.32";"Euro européen";"TVA sur les encaissements";"";"4A3qjjtOPV415fBHl0lP9UtgGVPZMwJPy1zJUML2eSE=";"";"";"";"CENG 1012";"2015PN041";"";"";"Virement";"";"";"";"";"";"";"";"27/10/2020";"Oui";"Structure avec N° SIRET";"38347093700194";"THALES SIX GTS FRANCE SAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"101013913";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"24/08/2020";"25/08/2020";"02/09/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"38347093700194";"THALES SIX GTS FRANCE SAS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"233197.74";"279837.29";"279837.29";"279837.29";"";"";"46639.55";"Euro européen";"TVA sur les encaissements";"";"Io+I1uI9/YPh/rSuGz0k7FtUw2Lyaf4HPIbfM8DIYSM=";"";"";"";"CENG 1012";"2015PN041";"FR30066109720001051250107";"";"Virement";"";"";"";"";"";"";"";"02/09/2020";"Oui";"Structure avec N° SIRET";"38347093700194";"THALES SIX GTS FRANCE SAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"103037276";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"24/08/2020";"25/08/2020";"25/08/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"38347093700194";"THALES SIX GTS FRANCE SAS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"74624.7";"89549.64";"89549.64";"89549.64";"";"";"14924.94";"Euro européen";"TVA sur les encaissements";"";"IDSCz4hArj8Ed3LOnwlaW1+um1tVxTVDrHy2Rh3okIQ=";"";"";"";"CENG 1012";"2015PN041";"";"";"Virement";"";"";"";"";"";"";"";"27/10/2020";"Oui";"Structure avec N° SIRET";"38347093700194";"THALES SIX GTS FRANCE SAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"101013909";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"24/08/2020";"25/08/2020";"02/09/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"38347093700194";"THALES SIX GTS FRANCE SAS";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"913380";"1096056";"1096056";"1096056";"";"";"182676";"Euro européen";"TVA sur les encaissements";"";"nt3N1msh038QVhV4N1chCt2Ovki48pePzt5+m/SFfuw=";"";"";"";"CENG 1012";"2015PN041";"FR30066109720001051250107";"";"Virement";"";"";"";"";"";"";"";"02/09/2020";"Oui";"Structure avec N° SIRET";"38347093700194";"THALES SIX GTS FRANCE SAS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"2020 CRD-13 A";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"07/08/2020";"24/08/2020";"24/08/2020";"01/10/2020";"23/09/2020";"";"";"Structure avec N° SIRET";"85109256900017";"MONSIEUR NICOLAS BADINIER";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"600";"600";"600";"600";"";"";"0";"Euro européen";"Exonéré";"Art 293B(FranchiseEnBase)";"kzaJYp5pZuscVN6fHDSlR61aFk0MXXM1Oy2wPPEsQ5c=";"";"";"";"cbdC17404";"";"";"";"Virement";"";"";"";"";"";"";"";"01/10/2020";"Oui";"Structure avec N° SIRET";"85109256900017";"MONSIEUR NICOLAS BADINIER";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"1051973111";"Mise à disposition du destinataire";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"10/08/2020";"24/08/2020";"24/08/2020";"24/08/2020";"";"";"";"Structure avec N° SIRET";"41003460703460";"SUEZ EAU FRANCE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Flux EDI";"805.52";"865.4";"865.4";"865.4";"";"";"59.88";"Euro européen";"TVA sur les débits";"";"";"";"1042707946";"";"CHMP 762";"";"FR5620041000010699950W02008";"";"Virement";"";"";"";"";"";"";"AAB1541110000000000531031";"25/08/2020";"Oui";"Structure avec N° SIRET";"48432937000049";"AMALTO TECHNOLOGIES";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"FACTURE JUIN 20";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"24/08/2020";"25/08/2020";"28/08/2020";"17/09/2020";"24/09/2020";"";"";"Structure avec N° SIRET";"43360419600256";"PARIS SUD OUEST";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"224291.95";"269150.35";"269150.35";"269150.35";"";"";"44858.4";"Euro européen";"TVA sur les encaissements";"";"10wrrdWqfkYg849tgQ3+9nrBd/icLxMN0e7rASj/lAE=";"";"";"";"CBDC 0017395";"2017PN009";"FR30004014120002131787547";"";"Virement";"";"";"";"";"";"";"";"17/09/2020";"Oui";"Structure avec N° SIRET";"43360419600256";"PARIS SUD OUEST";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"7/3545";"Mise en paiement";"";"";"Facture";"Facture";"";"A1: Dépôt par un fournisseur d'une facture";"31/07/2020";"25/08/2020";"25/08/2020";"11/09/2020";"24/09/2020";"";"";"Structure avec N° SIRET";"40325111900042";"COORDINATION SANTE SECURITE";"";"";"";"Structure avec N° SIRET";"52504601700048";"SOCIETE DU GRAND PARIS";"";"";"";"Dépôt portail PDF non signé";"14975.1";"17970.12";"17970.12";"17970.12";"";"";"2995.02";"Euro européen";"TVA sur les encaissements";"";"4uh/giINGI48vyNmDp2T4oYNUyzjf938Ovgv/sOKJEA=";"";"";"";"CENG621";"2015PN007L03";"";"";"Virement";"";"";"";"";"";"";"";"11/09/2020";"Oui";"Structure avec N° SIRET";"40325111900042";"COORDINATION SANTE SECURITE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
